Player,Position,Status,FPts,FP/G,GP,AB_per_Game,hitter_score,batters_eye_score,barrel_batted_rate,oz_swing_percent,meatball_swing_percent,FPts_7d,FP/G_7d,hitter_score_7d,batters_eye_score_7d,barrel_batted_rate_7d,barrels_7d,oz_swing_percent_7d,meatball_swing_percent_7d,GP_7d,AB_per_Game_7d,Runs_7d,FPts_14d,FP/G_14d,hitter_score_14d,batters_eye_score_14d,barrel_batted_rate_14d,barrels_14d,oz_swing_percent_14d,meatball_swing_percent_14d,GP_14d,AB_per_Game_14d,Runs_14d,FPts_30d,FP/G_30d,hitter_score_30d,batters_eye_score_30d,barrel_batted_rate_30d,barrels_30d,oz_swing_percent_30d,meatball_swing_percent_30d,GP_30d,AB_per_Game_30d,Runs_30d,hitter_score_2025,batters_eye_score_2025,barrel_batted_rate_2025,oz_swing_percent_2025,meatball_swing_percent_2025
Miguel Andujar,3B,FA,337.5,4.56,74.01315789473685,3.2291555555555553,-1.66,-1.77,4.5,40.8,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.71,-0.33,4.7,35.7,82.3
Edouard Julien,1B,FA,331.0,3.76,88.03191489361703,2.680845921450151,1.11,1.69,7.3,18.6,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.18,12.2,20.0,78.7
Marcell Ozuna,DH,FA,313.0,4.47,70.02237136465325,3.584568690095846,-0.38,-0.62,7.7,26.7,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.28,11.5,22.4,71.6
Ramon Laureano,LF,FA,284.0,5.36,52.98507462686567,3.4349295774647888,1.28,0.28,14.3,32.7,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,0.32,13.9,25.8,76.6
Adolis Garcia,RF,FA,267.5,3.99,67.04260651629072,3.4455700934579445,0.35,0.09,9.3,29.8,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,-0.86,11.6,35.8,76.3
Brice Matthews,2B,FA,258.0,3.15,81.90476190476191,2.53953488372093,0.6,0.62,8.6,25.3,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,-0.82,26.1,31.8,71.4
Tristan Gray,2B,FA,246.0,3.73,65.95174262734585,2.623130081300813,-0.18,0.08,6.0,39.3,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,0.59,13.1,27.6,82.1
Wenceel Perez,RF,FA,243.5,4.59,53.050108932461875,3.0348665297741273,0.22,0.3,7.6,29.1,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.78,-1.32,8.8,32.7,66.9
Kyle Higashioka,C,FA,234.5,4.04,58.04455445544554,2.842643923240938,-0.18,-0.51,8.5,31.1,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.19,-0.4,8.6,27.5,70.5
Yohendrick Pinango,LF,FA,225.5,3.89,57.969151670951156,2.9153436807095345,-0.11,-0.3,8.0,35.2,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Susac,C,FA,218.5,4.12,53.03398058252427,2.7152402745995423,-0.76,-0.62,5.3,41.8,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Dunn,LF,FA,204.0,5.37,37.988826815642454,3.7379411764705885,-0.82,-0.14,2.9,28.7,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-0.26,8.6,24.7,68.4
James Outman,CF,FA,198.0,2.11,93.83886255924172,1.673080808080808,0.82,1.33,7.0,30.2,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,0.26,16.9,28.4,79.3
Starling Marte,DH,FA,180.0,3.05,59.016393442622956,2.5925,0.28,-0.1,9.6,35.3,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22,-0.29,7.9,29.7,74.7
Hyeseong Kim,2B,FA,178.5,4.15,43.01204819277108,2.696918767507003,-0.94,-0.43,3.4,29.2,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.46,-1.01,2.7,35.3,73.9
Mitch Garver,C,FA,174.5,3.49,50.0,2.52,0.26,-0.01,9.1,24.9,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.67,7.9,20.6,73.7
Nick Castellanos,RF,FA,167.5,4.29,39.044289044289044,2.9453731343283582,-0.36,-0.76,8.4,40.2,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24,-0.25,7.6,41.0,90.2
Brandon Lockridge,LF,FA,165.5,4.36,37.95871559633027,2.6080966767371603,-1.24,-0.43,1.5,31.9,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.04,-0.43,2.9,33.6,78.3
Alec Gamboa,P,FA,160.5,8.92,17.993273542600896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Callihan,LF,FA,153.5,3.84,39.973958333333336,2.3765472312703584,0.19,0.44,6.8,33.5,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey Bart,C,FA,152.0,3.45,44.05797101449275,2.542105263157895,-0.58,-0.92,7.7,32.8,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.14,10.4,23.2,71.0
Drew Millas,C,FA,152.0,3.04,50.0,2.6,-1.33,-0.96,3.2,28.8,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,1.29,2.3,17.4,76.5
MJ Melendez,LF,FA,151.5,2.71,55.904059040590404,2.1465346534653467,0.95,0.55,11.1,29.5,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.71,-1.06,8.1,32.8,70.0
Kahlil Watson,CF,FA,138.0,5.11,27.00587084148728,3.258550724637681,-0.81,-1.12,7.1,35.3,67.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braden Shewmake,SS,FA,138.0,4.06,33.99014778325123,2.5007246376811594,-1.82,-2.57,6.9,52.6,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Perkins,CF,FA,134.5,2.45,54.897959183673464,1.6211895910780671,-0.76,-0.4,4.4,28.9,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47,0.24,3.7,18.5,65.9
Harrison Bader,CF,FA,127.0,4.23,30.023640661938533,3.5305511811023624,-0.96,-1.61,8.2,38.7,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.41,-1.07,10.2,32.6,69.6
Colby Thomas,RF,FA,126.0,2.29,55.02183406113537,2.071904761904762,0.2,-0.04,8.9,42.9,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,-0.76,13.3,40.2,83.3
Yoan Moncada,3B,FA,126.0,3.07,41.042345276872965,2.7045238095238093,-0.67,-1.06,7.7,21.1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,0.91,14.3,24.3,81.3
Will Benson,RF,FA,113.5,2.23,50.89686098654708,1.8861674008810574,2.49,2.45,12.7,22.1,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,1.28,15.4,27.5,89.9
Matt Wallner,RF,FA,112.5,3.31,33.987915407854985,3.530666666666667,0.49,0.03,10.4,31.6,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,1.13,13.9,28.4,89.3
Rob Refsnyder,DH,FA,107.5,2.03,52.95566502463055,2.1527441860465113,0.98,1.18,8.6,25.7,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,0.8,12.3,19.1,73.1
Ryan Ward,LF,FA,107.5,5.38,19.981412639405203,2.7525581395348837,0.47,-0.1,10.8,32.1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenyn Sosa,2B,FA,107.0,2.68,39.92537313432835,2.830280373831776,-3.48,-4.73,5.6,50.0,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.57,-2.86,10.4,41.0,60.3
Jake Fraley,RF,FA,106.0,3.79,27.96833773087071,2.9318867924528305,0.8,0.88,8.8,21.9,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21,0.35,5.0,26.6,78.0
Joshua Kuroda-Grauer,SS,FA,101.5,6.34,16.009463722397477,3.747783251231527,-1.97,-1.6,1.9,40.0,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sterlin Thompson,LF,FA,100.0,3.7,27.027027027027025,2.5530000000000004,1.2,2.06,6.3,29.5,95.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Haase,C,FA,98.5,3.4,28.97058823529412,2.5543147208121826,0.32,-1.63,16.3,36.3,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,-0.88,10.0,30.9,69.6
Jesus Rodriguez,C,FA,97.5,4.43,22.00902934537246,2.317230769230769,-1.03,-0.31,2.3,34.8,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Urias,2B,FA,95.5,3.67,26.021798365122617,1.9983246073298429,1.01,1.61,7.0,31.4,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.72,-0.13,3.7,22.9,67.5
Rodolfo Duran,C,FA,90.5,2.32,39.008620689655174,2.102099447513812,-0.26,-0.63,8.5,31.9,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Polanco,DH,FA,88.5,2.39,37.029288702928866,3.6457627118644074,-1.28,-1.07,4.0,30.1,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.14,10.3,26.9,76.0
J.C. Escarra,C,FA,88.0,2.75,32.0,2.65625,-0.08,0.59,4.5,24.7,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,1.75,5.6,20.7,86.2
Austin Slater,LF,FA,80.0,2.86,27.972027972027973,2.32375,-0.81,0.03,2.3,28.7,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,0.26,14.7,28.2,79.1
Romy Gonzalez,1B,FA,78.5,4.13,19.00726392251816,3.4197452229299365,-0.36,0.19,4.4,32.9,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.04,12.6,35.1,85.7
Santiago Espinal,3B,FA,78.5,2.18,36.0091743119266,1.55515923566879,-1.5,-0.93,2.0,34.2,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.83,0.36,0.7,24.0,74.6
Tyler Locklear,1B,FA,77.0,5.13,15.009746588693957,2.3984415584415584,1.63,0.8,14.3,27.1,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.02,-1.22,6.7,33.6,69.2
Andrew McCutchen,DH,FA,75.5,2.04,37.009803921568626,1.972450331125828,0.96,1.82,5.8,20.5,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,1.9,8.4,20.7,87.9
Zach Dezenzo,LF,FA,72.5,2.07,35.02415458937198,2.1699310344827585,0.1,-0.25,9.1,34.3,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,1.19,16.4,20.0,78.8
Sebastian Rivero,C,FA,72.5,3.02,24.00662251655629,2.1660689655172414,-2.74,-2.3,0.0,44.7,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.75,-2.66,8.3,49.1,73.3
Gabriel Rincones Jr.,RF,FA,69.0,2.38,28.991596638655462,2.897391304347826,-0.77,-1.61,9.4,46.6,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Cole Jr.,RF,FA,60.0,3.16,18.987341772151897,2.6860000000000004,1.5,0.03,16.7,28.2,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,-0.63,14.8,26.6,66.7
Jonatan Clase,LF,FA,56.0,6.22,9.003215434083602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,1.21,6.9,29.5,91.7
Jack Weisenburger,P,FA,55.0,11.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gage Workman,3B,FA,54.5,3.03,17.986798679867988,2.2794495412844036,1.83,-0.45,20.8,42.5,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Black,3B,FA,54.5,6.06,8.993399339933994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce Johnson,LF,FA,53.0,1.66,31.927710843373497,1.4094339622641507,-2.85,-2.46,0.0,39.6,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,0.5,5.0,28.8,82.6
Junior Perez,CF,FA,51.5,2.34,22.00854700854701,1.5902912621359224,0.94,-0.24,14.3,28.8,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsung-Che Cheng,SS,FA,49.5,3.54,13.983050847457626,2.789090909090909,1.19,1.71,7.7,29.3,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Connor Joe,1B,FA,48.0,2.29,20.96069868995633,1.860625,1.08,1.41,8.3,24.3,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.39,-0.11,5.9,19.5,63.2
Kameron Misner,CF,FA,46.0,2.56,17.96875,2.2817391304347825,-1.41,-0.32,0.0,30.1,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.62,-0.33,5.3,30.6,75.5
Will Wagner,3B,FA,45.0,2.81,16.01423487544484,2.1855555555555557,-1.53,-0.5,0.0,24.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.03,-0.22,2.0,27.0,71.9
George Valera,RF,FA,43.5,3.35,12.985074626865671,2.849425287356322,-0.41,1.17,0.0,40.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.74,-0.13,3.6,22.3,66.7
Austin Wynns,C,FA,37.5,1.1,34.090909090909086,2.4053333333333335,-1.39,-1.07,3.3,40.5,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.19,9.6,29.5,80.0
Zack Short,3B,FA,36.5,1.26,28.96825396825397,1.726027397260274,0.65,1.33,5.9,27.1,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26,0.71,3.0,25.0,80.0
Eloy Jimenez,RF,FA,36.5,3.04,12.006578947368421,2.581917808219178,0.33,1.31,4.0,39.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanner Murray,3B,FA,36.5,2.81,12.98932384341637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.J. Higgins,1B,FA,35.5,2.54,13.976377952755906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Dean,CF,FA,34.0,2.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Helman,CF,FA,31.5,2.1,15.0,2.0,-1.01,0.28,0.0,43.3,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.86,8.6,33.0,92.3
Stuart Fairchild,RF,FA,30.5,2.03,15.024630541871923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,2.66,13.9,19.0,94.4
CJ Kayfus,RF,FA,30.0,3.33,9.00900900900901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.29,9.2,29.1,80.6
Rowdy Tellez,1B,FA,29.5,4.21,7.007125890736342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,-0.89,15.3,30.2,68.5
Rikuu Nishida,RF,FA,28.5,2.38,11.974789915966387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trey Mancini,1B,FA,27.5,5.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Spence,CF,FA,26.5,1.89,14.021164021164022,2.6388679245283018,0.32,1.17,4.5,31.8,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronny Mauricio,3B,FA,26.5,1.56,16.987179487179485,2.9433962264150946,-1.87,-3.24,9.4,57.4,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.85,-1.45,8.9,39.9,75.0
Andy Ibanez,3B,FA,26.0,1.86,13.978494623655914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.9,4.6,29.8,88.5
Jose Azocar,LF,FA,25.0,2.27,11.013215859030836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felix Reyes,LF,FA,24.0,2.0,12.0,3.1666666666666665,-2.68,-3.85,6.9,52.9,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hayden Senger,C,FA,22.5,3.21,7.009345794392523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.52,-2.83,3.8,39.0,57.9
Jhostynxon Garcia,CF,FA,19.5,0.98,19.89795918367347,2.4625641025641025,-1.88,-1.76,3.1,46.4,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aramis Garcia,C,FA,19.0,2.38,7.983193277310924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Wilson,3B,FA,19.0,9.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47,0.62,2.0,34.8,92.0
Miles Mastrobuoni,3B,FA,18.5,1.42,13.028169014084508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42,0.63,2.3,19.1,71.2
Joey Meneses,1B,FA,17.5,1.94,9.02061855670103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawn Ross,C,FA,16.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vidal Brujan,3B,FA,15.5,1.72,9.011627906976745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,2.19,0.0,27.3,100.0
Ryan Mountcastle,1B,FA,15.5,1.94,7.989690721649485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,-0.43,11.7,39.4,86.1
Chad Stevens,3B,FA,13.5,0.84,16.071428571428573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Dunn,2B,FA,13.5,1.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.77,0.61,0.0,15.9,66.7
Johnathan Rodriguez,RF,FA,13.5,1.93,6.994818652849741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.82,6.1,29.3,87.0
Chuckie Robinson,C,FA,12.0,1.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Kingery,2B,FA,11.5,1.44,7.986111111111112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerar Encarnacion,RF,FA,11.5,0.68,16.91176470588235,2.0104347826086957,-3.16,-4.76,7.7,43.4,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47,-0.03,5.0,32.4,81.3
Dylan Moore,2B,FA,11.0,0.73,15.068493150684931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.88,8.6,24.9,81.8
Cesar Salazar,C,FA,10.5,1.17,8.974358974358974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Porter,C,FA,10.0,3.33,3.003003003003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Solak,LF,FA,9.5,2.38,3.991596638655462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Johnson,CF,FA,8.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,-0.52,12.5,33.0,76.5
Jeimer Candelario,3B,FA,8.0,1.14,7.017543859649123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4,-1.97,7.5,29.8,55.6
Jared Oliva,RF,FA,7.5,1.07,7.009345794392523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jace Jung,3B,FA,7.5,2.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.25,-0.81,3.2,26.9,65.0
James Triantos,2B,FA,6.5,0.93,6.989247311827957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Ornelas,SS,FA,6.0,0.67,8.955223880597014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Matos,RF,FA,6.0,0.67,8.955223880597014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.54,-2.17,7.5,37.7,63.8
Andrew Velazquez,SS,FA,5.5,0.92,5.978260869565217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Bliss,2B,FA,5.5,1.83,3.0054644808743167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,1.79,12.5,21.3,87.5
Jair Camargo,C,FA,5.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Santana,1B,FA,4.5,0.56,8.035714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.75,4.9,25.0,80.4
Collin Price,C,FA,4.5,0.64,7.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddys Leonard,3B,FA,4.5,1.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Jones,RF,FA,4.0,0.33,12.121212121212121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steward Berroa,RF,FA,2.5,0.42,5.9523809523809526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonah Bride,2B,FA,2.5,1.25,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.63,-1.27,2.7,20.5,51.2
Sam Huff,C,FA,2.0,0.14,14.285714285714285,2.31,1.54,0.66,14.3,44.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,0.46,13.8,24.3,76.2
Luke Williams,SS,FA,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,1.93,4.5,29.5,100.0
Jeferson Quero,C,FA,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omar Martinez,C,FA,1.5,0.3,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Brennan,RF,FA,1.0,0.09,11.11111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyler Fedko,CF,FA,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Carlson,LF,FA,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,1.38,6.7,19.4,80.2
Oswaldo Cabrera,3B,FA,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.27,-0.14,0.0,28.6,75.0
Davis Wendzel,SS,FA,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Siani,CF,FA,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Owen Miller,1B,FA,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luken Baker,1B,FA,-0.5,-0.17,2.941176470588235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.6,8.3,20.5,72.7
Jack Brannigan,SS,FA,-1.0,-0.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maverick Handley,C,FA,-1.0,-1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,1.86,0.0,25.7,94.1
Otto Kemp,3B,FA,-2.0,-0.15,13.333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,0.68,12.1,29.6,85.7
Blake Hunt,C,FA,-3.0,-1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trei Cruz,SS,FA,-3.0,-1.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandy Leon,C,FA,-8.0,-0.38,21.05263157894737,2.09,-2.09,-1.34,0.0,40.0,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
